,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,27.505180874476235,26.118501958257994,25.0922949201537,25.783939174347296,27.643633211290314,30.12918588493703,30.569177217975895,33.66891139857712,40.29498539121867,41.611310054220176,42.72415234117469,39.77514608756201,37.56538471821979,36.96698432538981,35.42630165130544,32.61086073459514,32.189804555961224,32.164579691288324,30.791063145593487,29.85432752127701,29.474054932607178,29.0960461142766,28.623181572271424
1,27.455165299892556,25.684494452857894,24.294715491845427,26.33430915473069,27.867901314895718,29.03376153605432,31.907598458066495,33.75738028782242,40.63132716219105,42.645476597141226,42.93408336094912,42.62955309752658,37.80471599548979,37.13812488819578,34.63667883737519,32.405359088087906,32.17062887194781,32.169242629275026,31.857718657535,30.045059472557206,29.306732006752675,29.064085937729622,28.4156307510282
2,27.203856406189868,25.833234867735772,25.27481826488018,26.165157977383213,27.757096283710133,29.433896096489264,31.867131670407574,35.863013557552065,38.629044792427756,41.17467360812031,42.984353195841265,40.56853606829533,38.782736033603705,37.27720596933526,34.42560715100429,32.86756319774265,32.17355788825818,32.10869998680549,31.812307355412564,29.713811906588536,29.21928400748795,29.009111030607322,28.58055392472322
3,26.756316016708123,26.06270224428102,24.31658662003791,26.818183675669797,27.87590698827218,28.868828096870416,31.885107721414432,34.463820851543105,40.61663386077625,42.92876437263612,42.99832190225353,41.914863570118165,38.97431152805841,36.681590020772155,33.52580618875581,32.519865597922276,32.18311216027077,32.11355638489116,31.895149814266794,29.94385445955799,29.60473682053637,29.02015320302975,28.94159063069036
4,26.819441663985117,25.75523578620383,25.249031028189584,24.220004112290628,27.75865451848694,29.150145399994994,31.12341159008204,32.99519647170644,39.28762049355688,40.885076939033695,42.71568438025125,42.01373289372843,37.7207861003661,37.21192149313289,33.37312027784023,32.502954684155526,32.164502501677724,32.01175459896576,30.579519558255516,29.95679441441897,29.41645284948343,28.99574082382032,28.268189423384182
5,27.38791592385732,25.849774607987868,25.30473566232046,24.888663978212605,27.73336395325872,29.419090921479228,30.57615064353387,35.528236264645074,38.71407335032523,41.54314788157497,42.719779501762076,40.164992073215885,37.38600713347716,36.70304925504976,34.88860259264318,32.72818584148061,32.15816305160076,32.093243192554894,30.95861433806997,30.153623976351593,29.113458508173913,29.039702920261252,28.830103384425602
6,27.801593421711168,26.367395326542066,25.267546790013085,24.74026460806524,27.933331021626408,28.82295518169719,32.73236932786542,36.26460700979823,39.87966319589819,42.7682010826089,42.75203984780363,40.45267662546243,39.04902377837181,36.780964666982975,33.80077618026224,32.811683833153324,32.173878246064284,32.075907469576876,31.764295743452656,29.67101788004869,29.371053212716813,29.044690360591023,28.75765873057099
7,26.602975281529517,26.01139499117941,24.635192657957393,25.94855257583714,27.67150855975815,28.74762053076335,31.591875110058773,37.23368329506203,39.86230808356876,41.173715205373135,42.973440636077356,42.042659302965475,38.02272652206448,37.06840563823618,36.31161329968285,32.57327041192149,32.17976776493441,32.135729144227064,31.313534152526532,30.059144488817324,29.561160219066174,29.091989576272223,28.249056119629547
8,27.290348383769242,26.0024258517041,24.317235165002693,25.32840438614377,27.70885562326892,30.24971831748578,31.99758934194801,37.378745656029395,40.35176444386761,41.894574153159574,42.82426080677098,39.97805748229616,37.62946484018917,36.92641462126765,36.30505215811355,32.77502152523861,32.18436750941667,32.032807510367995,30.78690488657885,29.632323387130864,29.38827098520311,28.962781614808733,28.844459083793208
9,26.817564328739625,25.995172010419843,25.452471934220004,25.254841210621777,27.81132990087022,29.67098639464151,31.803159340172893,35.45850356061705,39.65862186352281,42.438929789912635,42.9821676446289,39.93322439338104,38.14301952901099,37.10197903542732,34.8571265917584,32.78305575844556,32.173941544723775,32.02529481476322,30.76908790806867,29.883886072117416,29.56934165182482,29.048873672581887,28.774312111494556
10,26.979679508162963,26.305535804372543,24.81165542000942,25.631246625659816,27.78464160271984,28.775033802600202,31.5754154872009,34.40516803596051,39.762853089215234,42.83657397918785,42.763568789149204,42.463603191890016,37.79901344932646,37.36516508341759,34.98858517083471,32.49319862212092,32.18124624239671,32.12066151466848,30.70520279533661,29.740599208999118,29.608833472118224,29.0088107681749,28.54499089393535
11,26.549580836515545,25.812728227095313,24.829744898666195,24.924396320587803,27.908780347154668,29.373894996340947,31.239296913718892,37.23357438429191,39.73233028386366,42.88959852111604,42.76430775775513,39.349222943381825,38.902175452704476,37.256805753672474,36.39093132834438,32.48095029525587,32.15323184599452,32.052170964772515,30.947161070745416,29.734630944924923,29.267956394620988,29.002488132730637,28.61346294564429
12,26.966434736882963,25.889902636205377,24.191991861093236,24.78417850003039,27.9146485642042,30.14838753555015,30.947099706832898,35.70730609605409,39.44438578659867,40.99281296935532,42.96616447983261,40.17668951282616,37.63962237842167,36.515442444036694,33.28796024926975,32.56245972912824,32.179641531926556,32.11607161242716,31.718444442654146,30.187477158025295,29.397654184150955,28.9722026461007,28.37216762341916
