ModelCat,Model,MSE,RMSE
General,CNN,3.0985765091431556,1.760277395509911
General,RNN,0.013861861304835937,0.11773640602989348
General,GRU,0.018654029555108035,0.13657975529011623
General,LSTM,0.021234855107888695,0.14572184156086107
MA,CNN,4.362252459814409,2.0886005984425093
MA,RNN,0.027893658869899498,0.16701394812978795
MA,GRU,0.032597615558552215,0.18054809763204988
MA,LSTM,0.08621226518724595,0.2936192520718727
AE,CNN,3.2497144044897666,1.8026964260489802
AE,RNN,0.028003641991832043,0.16734288748504383
AE,GRU,0.014447960214996268,0.12019966811516689
AE,LSTM,0.03327062282311182,0.1824023651795991
MA AE,CNN,3.2893140568675987,1.8136466185196054
MA AE,RNN,0.02553836713583478,0.15980728123535168
MA AE,GRU,0.02654430123619486,0.1629242193051569
MA AE,LSTM,0.04305651134874478,0.20750062975505587
HY,HY CNN LSTM,0.8519764871149786,0.9230257239725113
HY,HY LSTM RNN GRU,0.015558105487133525,0.12473213494177643
HY,HY CNN RNN GRU,0.8511952766775818,0.9226024477951388
HY,HY CNN GRU,0.8462562587979535,0.9199218764644927
HY,HY RNN GRU,0.01433015557201244,0.11970862780941247
HY,HY RNN LSTM,0.025858316564683247,0.1608052131141377
MA HY,MA HY CNN LSTM,0.8548806609927189,0.9245975670488858
MA HY,MA HY LSTM RNN GRU,0.13834621165281946,0.3719492057429609
MA HY,MA HY CNN RNN GRU,0.8465098127519252,0.9200596789078006
MA HY,MA HY CNN GRU,0.8681762866180428,0.9317597794592997
MA HY,MA HY RNN GRU,0.06004408565228398,0.2450389472150988
MA HY,MA HY RNN LSTM,0.06803616424477123,0.26083742876506666
