Model,MSE,RMSE
cnn,570.8828172621343,23.89315419240696
rnn,830.829541608024,28.82411389111596
gru,936.7548925032598,30.606451811721982
lstm,830.451364456612,28.817553061573637
mvg_cnn,28.934729885778463,5.3791012154242335
mvg_rnn,879.7177503084158,29.660036249276835
mvg_gru,912.5969069875732,30.20921890727354
mvg_lstm,991.7221870780057,31.491620902678314
auto_cnn,0.855712593607416,0.9250473466841662
auto_rnn,896.0748056907275,29.93450860947491
auto_gru,949.2022626068483,30.809126287625364
auto_lstm,928.5768961292821,30.47255972394315
mvg_auto_cnn,36.758832016091795,6.062906235139366
mvg_auto_rnn,1032.961982574444,32.13972592562737
mvg_auto_gru,1028.5219031369481,32.07057690683079
mvg_auto_lstm,1069.4298264276433,32.70213794888101
hybrid_cnn_lstm,714.266998469873,26.725774048095836
hybrid_lstm_rnn_gru,541.6057526746414,23.272424727016336
hybrid_cnn_rnn_gru,788.8650986220987,28.086742399610866
hybrid_cnn_gru,692.0275007884302,26.306415582295323
hybrid_rnn_gru,707.3731028744434,26.59648666411493
hybrid_rnn_lstm,757.0752345084745,27.515000172787108
mavg_hybrid_cnn_lstm,699.777007813542,26.45329861876477
mavg_hybrid_lstm_rnn_gru,501.08167643998974,22.38485372835815
mavg_hybrid_cnn_rnn_gru,686.3997353375893,26.199231579143486
mavg_hybrid_cnn_gru,641.31859612066,25.324268915817886
mavg_hybrid_rnn_gru,732.7773914578166,27.06986131212749
mavg_hybrid_rnn_lstm,765.921928895417,27.675294558421903
