Model,MSE,MAE,R2,RMSE
cnn,2.096876607787388,1.2644592347863604,0.9230949288997419,1.448059600909917
rnn,834.1430753179983,28.36162417842917,-29.59304122945466,28.881535196696145
gru,976.3254943089121,30.773968470847766,-34.8077252986527,31.246207678835397
lstm,1077.8894264944852,32.40659337461811,-38.532685268612575,32.83122639339696
mvg_cnn,1.9297830360365986,1.2043050415875163,0.9292232547002048,1.3891663097111875
mvg_rnn,753.7916840635512,26.898858759109288,-26.64607265987898,27.45526696398254
mvg_gru,923.4146390322459,29.9028298165047,-32.86716614895567,30.387738300706847
mvg_lstm,942.3357893624618,30.233459785801088,-33.56111848074279,30.697488323354108
auto_cnn,0.6334807800086728,0.5783414469679743,0.9767664514705895,0.7959150582874235
auto_rnn,823.7404433377096,28.190758270368182,-29.211514176740724,28.700878790338628
auto_gru,877.6937622978965,29.091554765440012,-31.190306736740894,29.625896818457605
auto_lstm,835.5566948946741,28.34733248697568,-29.64488715765531,28.905997559238017
mvg_auto_cnn,1.372820033248113,0.9873840321580026,0.9496504363333955,1.1716740302866293
mvg_auto_rnn,1042.3108596036545,31.847763052966496,-37.22780533136543,32.28483946999976
mvg_auto_gru,1023.6299935301683,31.557372515756786,-36.54266566780087,31.994218126564185
mvg_auto_lstm,1048.7718372515642,31.958138365876188,-37.464768223480476,32.384746984522884
hybrid_cnn_lstm,743.1264475982505,26.756424985127907,-26.254914321987794,27.260345698436225
hybrid_lstm_rnn_gru,478.5342959645326,21.243686293510542,-16.55072946037453,21.87542676074075
hybrid_cnn_rnn_gru,513.4488999013358,22.051698537330104,-17.83125788451987,22.659410846298186
hybrid_cnn_gru,692.5278845105026,25.792269147846795,-24.39916082777518,26.315924542195027
hybrid_rnn_gru,739.8102601166889,26.6900806521063,-26.133289790957146,27.199453305474524
hybrid_rnn_lstm,805.6874696008762,27.89676200814443,-28.5494030998914,28.384634392587763
mavg_hybrid_cnn_lstm,774.2370288234566,27.328356033743244,-27.395926364474857,27.825115072959836
mavg_hybrid_lstm_rnn_gru,507.4797317850258,21.914300536064253,-17.61233260456331,22.527310797896536
mavg_hybrid_cnn_rnn_gru,659.8026427325179,25.14990942079727,-23.198929475886192,25.68662380953398
mavg_hybrid_cnn_gru,670.060507819718,25.353177262920223,-23.575147056328564,25.885526995209467
mavg_hybrid_rnn_gru,669.1119073748995,25.329310629073888,-23.54035617527072,25.86719751683393
mavg_hybrid_rnn_lstm,768.4821920317427,27.22520637799616,-27.18486190269704,27.721511359082548
