Model,MSE,RMSE
cnn,837.3674244626512,28.937301609905703
rnn,781.8026199001791,27.9607335365183
gru,895.0840855924368,29.917955905984567
lstm,1043.3717748663446,32.3012658399999
mvg_cnn,306.91435769883793,17.51897136531817
mvg_rnn,774.4738161628927,27.829369668803007
mvg_gru,896.3532965581052,29.939159917374187
mvg_lstm,947.2208768805997,30.776953664724513
auto_cnn,0.8797911923328622,0.9379718505013155
auto_rnn,771.5953062928367,27.77760440161888
auto_gru,763.8558647686211,27.63794248435692
auto_lstm,1095.0794246728933,33.0919842963956
mvg_auto_cnn,492.5449227854317,22.193353121721643
mvg_auto_rnn,923.6454979483965,30.391536617097803
mvg_auto_gru,1209.6847037395567,34.78052190148326
mvg_auto_lstm,1034.8389505052703,32.16891279644481
hybrid_cnn_lstm,700.4172030470024,26.465396332702113
hybrid_lstm_rnn_gru,476.2195049909899,21.822454146841274
hybrid_cnn_rnn_gru,706.4244113735601,26.578645777645633
hybrid_cnn_gru,674.9164255731448,25.979153673150034
hybrid_rnn_gru,717.294418094939,26.78235273636241
hybrid_rnn_lstm,716.7607477696318,26.77238778610589
mavg_hybrid_cnn_lstm,753.3079742995232,27.446456498053134
mavg_hybrid_lstm_rnn_gru,476.0950684663255,21.819602848501287
mavg_hybrid_cnn_rnn_gru,612.6814908687707,24.75240373920825
mavg_hybrid_cnn_gru,683.4738577159246,26.143332949643675
mavg_hybrid_rnn_gru,703.9003704647108,26.531120791717616
mavg_hybrid_rnn_lstm,758.441624267178,27.53981888588191
