,Values,label
0,62.924244872753576,Winter
1,110.55916209739955,Winter
2,83.82879666755034,Winter
3,163.10168377799243,Winter
4,48.043312082598746,Winter
5,58.09532292020618,Winter
6,43.0172935638241,Winter
7,203.16701574926947,Winter
8,92.35464889787734,Winter
9,78.15250955231116,Winter
10,116.53592111194563,Winter
11,48.098110993734,Winter
12,84.22046376909779,Winter
13,122.9455599966083,Winter
14,110.90068634711756,Winter
15,78.13444635017373,Winter
16,155.9926009902169,Winter
17,52.49850782959582,Winter
18,135.42316336398494,Winter
19,144.41876657849596,Winter
20,135.94555316019864,Winter
21,118.84342860527023,Winter
22,101.28345779578089,Winter
23,54.908577757842586,Winter
24,71.65566125869731,Winter
25,56.16701867757873,Winter
26,111.13303581390112,Winter
27,90.57300602297305,Winter
28,51.792510343938744,Winter
29,108.4461087206209,Winter
30,75.93625751800748,Winter
31,83.40072214030785,Winter
32,27.97776616524534,Winter
33,47.89292355677953,Winter
34,66.58134391518844,Winter
35,109.40059054671767,Winter
36,79.61774181196716,Winter
37,71.56567488541607,Winter
38,93.93518855792861,Winter
39,94.86781098068074,Winter
40,117.48178156109792,Winter
41,123.62338206951513,Winter
42,91.50368644773596,Winter
43,160.942941471047,Winter
44,115.7344355470698,Winter
45,129.39309179030366,Winter
46,131.7137789824223,Winter
47,75.64790488140808,Winter
48,52.487925087003845,Winter
49,207.4282701837439,Winter
50,102.04793233570032,Winter
51,130.2473156274574,Winter
52,47.2539432950352,Winter
53,120.53602983806641,Winter
54,142.4684652965609,Winter
55,49.561044607359804,Winter
56,123.40211326200291,Winter
57,68.63497623549637,Winter
58,121.47805799220264,Winter
59,49.762036623742205,Winter
60,84.72490079188465,Winter
61,113.84175149657555,Winter
62,101.21599655989806,Winter
63,140.8806427876123,Winter
64,38.857729394583416,Winter
65,152.6835988046037,Winter
66,93.83393581197755,Winter
67,92.18309702130513,Winter
68,132.84532364354925,Winter
69,73.12685181221677,Winter
70,63.02600605822522,Winter
71,53.27128831995774,Winter
72,105.4056923643308,Winter
73,89.90947607688514,Winter
74,157.0154826752673,Winter
75,39.506703756439855,Winter
76,54.53384586473252,Winter
77,71.02799487135557,Winter
78,104.74785304656581,Winter
79,123.78421112496592,Winter
80,64.1557818636549,Winter
81,100.53246662313616,Winter
82,104.61735884928164,Winter
83,109.38517131254824,Winter
84,91.05813693617324,Winter
85,79.67193383890738,Winter
86,112.90931981954702,Winter
87,119.31807763180088,Winter
88,107.1240663110553,Winter
89,111.50510078301436,Winter
90,123.4772870454593,Winter
91,74.98606757263097,Winter
92,108.69500165751614,Winter
93,62.066512828435776,Winter
94,139.48123591600543,Winter
95,79.32937782793492,Winter
96,43.80008582212508,Winter
97,67.53437030950084,Winter
98,162.10381945789547,Winter
99,59.86115455678382,Winter
100,55.81163336543046,Winter
101,110.70441521306861,Winter
102,74.85757353991725,Winter
103,79.71609029540174,Winter
104,157.96132126604837,Winter
105,147.63551580988508,Winter
106,80.66442368249137,Winter
107,81.49005003483268,Winter
108,61.59009726563527,Winter
109,117.6952334411316,Winter
110,154.23373584335815,Winter
111,68.9051527506076,Winter
112,194.88336781238044,Winter
113,109.05801762149241,Winter
114,59.52518733557522,Winter
115,47.76119697682288,Winter
116,142.01748030580976,Winter
117,52.60984640946013,Winter
118,85.6169487706446,Winter
119,101.63879040745499,Winter
120,55.78175598806675,Winter
121,147.2929670200352,Winter
122,116.82762367439113,Winter
123,61.148703452441694,Winter
124,73.45795541825237,Winter
125,103.25851338182264,Winter
126,177.4512220178093,Winter
127,126.68414397879349,Winter
128,55.15553895912054,Winter
129,64.15178005468144,Winter
130,90.4701749433967,Winter
131,53.946657806322285,Winter
132,65.88641509920049,Winter
133,118.61599334960303,Winter
134,103.13825577572334,Winter
135,79.03629370207223,Winter
136,60.85918614610917,Winter
137,106.48061990974442,Winter
138,112.9038268123279,Winter
139,99.58766173232297,Winter
140,70.99939258258316,Winter
141,64.12232022405809,Winter
142,91.61723838249523,Winter
143,79.77519744592503,Winter
144,43.90438037465797,Winter
145,93.17984484017194,Winter
146,102.8266363922933,Winter
147,114.44676581531971,Winter
