,0
0,472.6593483408117
1,657.9979455516639
2,824.7865643707225
3,526.331475291698
4,733.2809925922296
5,483.3973546536856
6,880.2344342514142
7,529.2898037521775
8,471.6400157096588
9,458.0180993238437
10,542.1565968051896
11,529.5655046250718
12,837.1085900637803
13,521.4726560206794
14,474.79845050489115
15,481.2840570988903
16,481.204544954695
17,425.95320554016246
18,546.0767725580769
19,590.3215065468912
20,522.7015577197319
21,566.2154973070935
22,669.511073059324
23,492.57249683754634
24,638.7787578022493
25,619.6541249995319
26,495.5076616704225
27,535.8927195486089
28,461.08423506833293
29,568.2483583517746
30,628.0903076762105
31,577.6674043767655
32,629.172359336322
33,627.2520237513367
34,584.9704146330957
35,533.071156131886
36,552.6991062353418
37,705.9596259935364
38,572.091451149443
39,505.8163951457191
40,529.4505001187947
41,450.877763454351
42,576.2868789085921
43,1126.8761275648997
44,557.1360433063163
45,565.5622366297705
46,528.4900165439295
47,477.47837432007077
48,530.0934593739719
49,446.4905164435699
50,486.7530119162424
51,938.9403206292478
52,500.1028113171467
53,663.5420469161452
54,681.713262364587
55,458.92861896411733
56,782.270198482004
57,578.6017566900352
58,678.0914939111658
59,467.3825115004447
60,544.2787940939564
61,495.93102384585893
62,721.9306141373946
63,617.2473443348227
64,614.1384897829362
65,467.03251923548095
66,539.6713690523341
67,579.5906249595722
68,617.8549034029284
69,490.84035916291623
70,578.8336188723358
71,867.1284694443298
72,568.9195964871049
73,709.0467347148032
74,538.6106412485439
75,879.9857150267296
76,493.3073304110695
77,496.5070953608015
78,608.1733891826243
79,585.0701431417828
80,550.0017344114809
81,608.1609180154084
82,809.9029474700669
83,461.95926826737946
84,476.3659025423677
85,601.6670298015424
86,425.64916668837975
87,632.6222594951279
88,605.2349772486795
89,559.2127932786876
90,558.3765767855824
91,563.5247464735353
92,520.1559348034305
93,594.6070541199219
94,540.481003028959
95,548.110511508475
96,608.2519138657611
97,498.29781025830033
98,806.6927795370607
99,601.8271046924636
100,677.0341810751221
101,696.2313933979208
102,711.5303242894238
103,591.2063875280983
104,501.0784606151583
105,589.5601559801419
106,473.1039575066423
107,614.9306190696378
108,488.63482906108345
109,685.6015858014076
110,642.322270163882
111,491.56573169100034
112,489.27280260823835
113,469.0495036433671
114,724.7382996268893
115,470.60752101366074
116,553.7461442063877
117,595.2796517232621
118,584.4165421265161
119,657.9529103433297
120,531.0785325946389
121,460.7659582083309
122,585.1899319678707
123,932.6415639626521
124,752.5436575359889
125,485.45320907199573
126,555.166185099911
127,1264.4647842067031
128,432.15889872372907
129,499.5713430168941
130,517.887102614986
131,496.5860367533993
132,589.6021913253236
133,516.6525791978104
134,719.2426442484408
135,583.3752806442703
136,680.8480543773929
137,577.7061096398476
138,562.3001252026022
139,585.7629211286744
140,665.2564829030237
141,485.8412839784998
142,523.8538930571572
143,553.531750011125
144,523.5399841765347
145,592.8990235470916
146,700.810210065911
147,474.0097860786791
148,668.9899458222922
149,505.14470828622245
150,532.9303299689877
151,557.7590661176806
152,453.7652913924432
153,761.6425133343391
154,674.5897976290839
155,604.94104064917
156,1126.4696663588154
157,563.6122070829568
158,594.7145449169117
159,617.7257745668771
160,549.1224670403014
161,949.5002925939734
162,635.2097784983872
163,556.1407170380676
164,586.028983891303
165,447.2875631877263
166,710.4453055463214
167,479.37791418914605
168,488.640549253253
169,502.09391612748834
170,493.5135178985441
171,478.23084372881465
172,505.855541419564
173,486.18057375649613
174,467.34002257389096
175,664.749332403513
176,502.0667047012174
177,571.6451752372019
178,712.4006800194844
179,506.99561306119955
180,669.098016276047
181,867.4615480007609
182,462.7891339116339
183,556.8462694373287
184,505.1557888617268
185,655.9564166647664
186,560.0980992160438
187,515.6827650764824
188,546.7065833793658
189,539.799977862554
190,449.21703693568753
191,541.7723787770701
192,467.1998153357763
193,574.8216004871789
194,788.6882015343112
195,698.1953047940933
196,557.4674588184785
197,602.9491917284682
198,528.5679649752155
199,880.8399654824898
200,640.4026191675251
201,525.9516032160751
202,428.131520097958
203,542.42492627089
204,598.907173171926
205,751.8054032252088
206,1132.8147862261849
207,636.3663563282898
208,508.16226275483564
209,461.4262290414728
210,577.1684832069808
211,616.387341698559
212,490.8173517005744
213,788.7213776223102
214,503.3888330445136
215,508.02023316777303
216,610.9726467767287
217,556.2979026086844
218,508.5481690306514
219,555.2987145579319
220,863.3704703616949
221,470.7038473235079
222,624.3741185463094
223,577.2251069006307
224,554.2692030731916
225,508.39922624729286
226,805.6505129059293
227,577.9953043343326
228,469.0367249929071
229,562.7640566214532
230,516.5511147147201
231,585.4443570900912
232,521.4920363705784
233,507.07825509780594
234,560.3577790608988
235,560.2872864258665
236,1101.7543248747595
237,605.3122144607214
238,574.1028685439285
239,520.1673204227205
240,551.3184549787669
241,463.99856640163233
242,567.2454687112707
243,874.7958245525091
244,459.5159543927453
245,456.55790737297616
246,546.2321598893702
247,448.4875711928582
248,523.5900240468048
249,462.3111527953234
250,499.608450670883
251,434.0305324522477
252,731.0635012428522
253,551.7657687934189
254,588.9307622516234
255,507.55575277970735
256,516.6078988197556
257,436.89504957020864
258,492.5584060349642
259,913.1649372381725
