Model,MSE,RMSE
cnn,13.351870791866016,3.6540211810915952
rnn,541.375913781009,23.267486193850186
gru,537.850116211192,23.191595809930632
lstm,820.1653041215054,28.638528316264882
mvg_cnn,1126.643712954394,33.565513744830334
mvg_rnn,595.2826785335693,24.398415492272633
mvg_gru,512.3929544225182,22.636098480580046
mvg_lstm,522.6417088044628,22.861358419929093
auto_cnn,186.84317295329532,13.669058963706878
auto_rnn,490.56577868994555,22.14871957224493
auto_gru,540.2664989293042,23.243633513917402
auto_lstm,400.8523569232125,20.02129758340384
mvg_auto_cnn,159.3020051901179,12.621489816583377
mvg_auto_rnn,547.987227684377,23.409127016708183
mvg_auto_gru,506.991927186805,22.51648123457138
mvg_auto_lstm,597.472180326732,24.44324406306847
hybrid_cnn_lstm,758.6090976367936,27.54285928578937
hybrid_lstm_rnn_gru,475.1746883016999,21.798501973798565
hybrid_cnn_rnn_gru,437.5788349819475,20.91838509498158
hybrid_cnn_gru,708.7333845968319,26.622046964815308
hybrid_rnn_gru,665.6878259209933,25.800926842285982
hybrid_rnn_lstm,635.3774034165758,25.206693623253642
mavg_hybrid_cnn_lstm,746.9543434763237,27.33046548224753
mavg_hybrid_lstm_rnn_gru,458.36162508926935,21.409381707309283
mavg_hybrid_cnn_rnn_gru,498.630867655065,22.330044058511504
mavg_hybrid_cnn_gru,731.9831865020994,27.055187792770898
mavg_hybrid_rnn_gru,636.2868104319678,25.224726171595357
mavg_hybrid_rnn_lstm,646.4657284193564,25.425690323359095
