,CdW,SrW,FeW,HgW,CoW,NiW,MnW,CuW,CrW,PbW,AsW
0,5.644888353679173,0.45328415000913874,1.0,9.593539703903096,11.170216553796635,4.799861269152773,1.3245401525347689,5.738844350816965,5.405331919463817,4.969783337291848,2.7235063046306256
1,6.879102518200264,0.5463772810711586,1.0,12.468804664723033,14.212596603267158,6.021123460261552,2.09248245329878,7.3751637300883095,7.077185852696057,9.047504716172183,4.129724866001133
2,6.092885845899667,0.4955218586503502,1.0,10.492577813248204,12.039676205677802,5.081183613923313,1.7664768998847211,6.097158124848191,7.2862705264939915,17.115816158865783,8.724875577974323
3,7.213940706195871,0.6696114627285512,1.0,12.966772151898736,14.856464737793852,6.253257369687364,2.0464486638537274,7.533365437534398,8.673762945914847,20.15147989575577,10.582953249714938
4,6.944138589150702,0.4934913993491399,1.0,13.402510460251047,15.275951384737995,6.461945453301143,2.0593677359367737,7.928724758959434,8.96918980600989,20.77085897120355,11.152035037666447
5,5.204398556199111,0.3491050859471912,1.0,9.454545454545455,10.784537100326574,4.65065653417243,1.6094276094276094,5.588378059773941,7.878700005711751,15.87953841823811,8.318193638964209
6,4.250646676872724,0.41803187339797165,1.0,6.6992978936810434,7.712661794908535,3.243718747896255,0.911971469965452,4.536522611312198,4.62478344123279,10.561921057289517,5.389486589757872
7,11.28427146747583,1.1734276792773957,1.0,16.196839946930407,18.599628972322254,7.824248025995747,2.264066792639944,9.759036776389275,11.075901945519606,25.204935188404153,12.979963299078133
8,4.013220565152164,0.373464253437874,1.0,7.750860995090496,6.10285881774121,2.4349347422528007,0.8276397743093721,2.97428006155199,2.920388763431191,7.23632429450127,3.8767025118355236
9,3.7578042172222883,0.30451172105077157,1.0,8.946165626104372,6.040870818818751,2.083649342299384,1.096731718171228,2.5532786675339443,2.281026783323874,5.787628280196517,3.0917333089048236
10,5.291800930898676,0.4580498866213151,1.0,8.22857142857143,7.910592808551993,3.1274100164600522,0.9258049886621315,4.407275953859805,5.828976218586608,10.274909963985595,5.5337072115048995
11,7.7058088646693195,0.5846803553225571,1.0,14.205329838357361,15.904221015623376,6.653291927822734,2.069501480510655,8.270841643398485,9.44702596078743,21.74954385423894,11.633149069990681
12,7.5420422105040075,0.6330744522150333,1.0,12.423800441302967,14.320085339943972,6.028065117024893,2.020901637641231,7.533695286318469,10.072677861301221,20.252198265146966,10.704430594611887
13,4.094759558695717,0.3173921856183901,1.0,5.8106377651393215,6.167975649679696,2.4899248525669737,0.8475682893968118,3.4169555419736213,4.859410718408465,8.23306380176279,4.341085954244197
14,4.2687890965367465,0.37146857754715423,1.0,5.381764269829503,6.639839034205233,2.647236761621171,0.834155341405156,3.659103361588294,4.098209672709302,8.257794444686695,4.310469430035171
15,4.070203382094738,0.32445506297377813,1.0,10.69338996548978,5.346555930575044,2.188012950054133,1.1533728578591866,2.6842661095786067,3.637650730828326,7.364652789706273,3.8307525080524356
16,13.680505940567862,1.275068431931177,1.0,17.36551030668678,20.146520146520146,8.231681467473244,2.2350259762024467,10.186788204691018,17.566311683958745,28.471889509951797,15.443548410212843
17,7.008409406203437,0.5747188776801533,1.0,11.297103807354379,12.66483814482513,5.200765211403141,1.7908160682648155,6.531926031777473,6.541825676222032,16.185945904557723,8.665238601109232
18,7.709171255459082,0.813745854742903,1.0,11.689078386356181,14.07018694653985,5.502159964053936,1.8037097773404762,6.904116816632681,6.299134341115319,15.854957266606217,8.490736443486902
19,3.7794863517869115,0.3424402936530062,1.0,9.696682464454977,5.381204614547241,2.1955026226655727,1.1232041631818603,2.7413001054532673,2.528490931055749,6.834074025484184,3.545681081340544
