,Cd,Hg,Ni,Mn,Cu,Cr,Pb,As
0,8.02827882210136,18.72795378418239,5.583419341951157,1.4386610070299737,12.360856812124627,0.7709504177373743,4.115290651007316,5.640769004503641
1,7.309328479823625,18.68388801057255,5.181113317482249,1.8040066074615013,12.046174955994784,0.8008211903803352,4.29474351380905,5.868778999413278
2,8.088191350624504,19.124545746670957,5.387010504533554,2.0775649864618106,12.268754805452478,1.8861259297412514,5.6163895979569505,7.147617666515158
3,7.513031076802316,19.124545746670957,5.4700335638284345,1.8570231950858196,12.103738710164878,1.6684960147711068,4.56634784669816,6.6717707206167844
4,6.554430620432005,18.68388801057255,5.153597103544517,1.6586618128179618,11.951770399155834,1.5603922661584861,4.129840883126376,6.661857242577234
5,7.441136042574544,18.81608533140207,5.621847157967646,2.1304012455567953,13.657960072757387,2.913111541561148,6.045621445469204,8.109225036351456
6,8.867054221425382,19.168611520280795,5.580572837061047,1.5091694619997305,19.406660322544003,1.9117294491495036,5.497562702317965,6.770905501012279
7,9.466179506656827,19.30080884111032,5.716730654304652,1.4649889723127985,13.274201711623434,2.0596608946194057,5.344785265067841,6.840299847289126
8,9.250494403973507,19.961795445257938,5.98240444404827,1.4254970243885614,14.137658024174828,1.1976757412082455,4.03283933566598,6.473501159825795
9,11.958540693219637,22.782004956287754,6.883797659249833,1.3616607250041781,16.378806853197116,1.073925397401693,3.935837788205584,6.374366379430301
10,12.12629577308444,20.314321634136665,6.2480782337918885,1.8618920653778488,19.391309988098644,3.9016918742686673,6.273575082001136,9.060918928148203
11,7.27338096270974,18.81608533140207,4.861355934826537,1.6426125737071986,12.287942723509174,1.604487216250476,4.178341656856575,5.8786924774528275
12,8.267928936193938,19.521137709159525,5.612358808333944,1.83376081480168,13.918915758328474,2.8505251607854207,5.800692538131703,7.970436343797764
13,12.641543518383486,20.75497937023507,6.599147170238814,1.4575955026100875,19.890195857572785,3.3625955489504666,7.573395817970448,9.388063703453335
14,12.725421058315886,20.79904514384491,6.888541834066684,1.3980870879297298,16.965957145732062,1.9074621959147946,6.397252055013142,8.535504592052082
15,14.079444202938951,21.504097521602365,5.915985996612367,1.994974520026648,14.034043266668661,1.830651637690038,6.802233515660297,8.000176777916412
16,14.774429533807426,19.741466577208733,5.830116432427375,1.3634640102975222,13.711686243316143,3.5916048058798338,7.231465363172551,8.842822411278116
17,8.89101923283464,19.961795445257938,5.98240444404827,2.0387943526549113,12.487497071298831,1.7453065729958637,4.648799162039497,6.800645935130927
18,9.286441921087395,20.314321634136665,5.209103948901666,2.071433816464441,13.059297029388421,1.0312528650546058,4.124990805753356,6.285145077074356
19,11.94655818751501,19.477071935549684,4.850444332747781,1.6260223490084325,13.370141301906921,0.786597012931306,4.382044906523406,5.769644219017783
