,CdR,SrR,FeR,HgR,CoR,NiR,MnR,CuR,CrR,PbR,AsR,cd,m_cd
0,12.884615384615385,1.2349397590361446,1.9674162459843965,24.999999999999996,18.52941176470588,7.481881754609027,1.851044083526682,9.473529411764707,3.356037151702787,13.053846153846154,8.234442836468885,103.06716454626005,9.369742231478186
1,11.73076923076923,1.036144578313253,2.728315741165672,24.941176470588236,17.941176470588232,6.942784488239033,2.3211136890951276,9.23235294117647,3.4860681114551086,13.623076923076923,8.567293777134587,102.55027242160187,9.322752038327444
2,12.98076923076923,1.3975903614457832,3.1046351537402477,25.52941176470588,15.882352941176471,7.218690400508582,2.673085846867749,9.402941176470588,8.210526315789474,17.815384615384616,10.434153400868306,114.64954120772694,10.422685564338813
3,12.057692307692307,1.216867469879518,2.9178522257916475,25.52941176470588,19.41176470588235,7.329942784488239,2.3893271461716936,9.276470588235293,7.2631578947368425,14.484615384615385,9.739507959479015,111.61661023167817,10.146964566516196
4,10.519230769230768,0.9939759036144579,2.4988526847177606,24.941176470588236,15.352941176470587,6.905912269548633,2.134106728538283,9.16,6.792569659442726,13.100000000000001,9.725036179450072,102.12380184160152,9.283981985600137
5,11.942307692307692,1.0843373493975903,3.4497475906379074,25.117647058823525,17.41176470588235,7.5333757151938965,2.741067285382831,10.467647058823529,12.681114551083594,19.176923076923078,11.83791606367583,123.44384814813182,11.22216801346653
6,14.230769230769232,1.9939759036144578,2.234970169802662,25.58823529411764,19.41176470588235,7.478067387158296,1.9417633410672854,14.873529411764705,8.321981424148609,17.43846153846154,9.884225759768452,123.39774416655523,11.21797674241411
7,15.192307692307692,2.1204819277108435,2.1778338687471317,25.76470588235294,18.64705882352941,7.660521296884933,1.8849187935034801,10.173529411764704,8.965944272445823,16.953846153846154,9.985528219971057,119.52667634306417,10.866061485733105
8,14.846153846153845,2.283132530120482,1.9545663148233134,26.647058823529413,21.764705882352942,8.016528925619834,1.834106728538283,10.835294117647058,5.2136222910216725,12.792307692307693,9.450072358900144,115.63754951101468,10.512504501001334
9,19.192307692307693,2.36144578313253,1.7797154658100045,30.41176470588235,34.11764705882353,9.224411951684678,1.751972157772622,12.552941176470588,4.674922600619196,12.484615384615385,9.30535455861071,137.85709853572928,12.532463503248117
10,19.46153846153846,2.3674698795180724,2.9417163836622304,27.11764705882353,24.117647058823525,8.372536554354735,2.3955916473317864,14.861764705882353,16.98452012383901,19.9,13.227206946454414,151.7476388202281,13.79523989274801
11,11.673076923076923,1.0240963855421688,2.4318494722349704,25.117647058823525,15.294117647058822,6.514303877940241,2.1134570765661254,9.41764705882353,6.98452012383901,13.253846153846155,8.58176555716353,102.406327334915,9.30966612135591
12,13.26923076923077,1.4036144578313252,2.8213859568609454,26.05882352941176,18.41176470588235,7.520661157024793,2.3593967517401393,10.66764705882353,12.408668730650156,18.4,11.635311143270624,124.9565042607264,11.359682205520583
13,20.28846153846154,1.8012048192771084,2.119550252409362,27.705882352941174,24.52941176470588,8.84297520661157,1.8754060324825985,15.244117647058822,14.63777089783282,24.023076923076925,13.704775687409551,154.77263312226734,14.070239374751576
14,20.42307692307692,2.2409638554216866,1.7852225791647545,27.76470588235294,27.64705882352941,9.23076923076923,1.7988399071925754,13.00294117647059,8.303405572755418,20.292307692307695,12.460202604920404,144.9494942479616,13.177226749814691
15,22.596153846153847,2.3132530120481927,2.968334098210188,28.705882352941174,19.999999999999996,7.927527018436109,2.5668213457076563,10.755882352941176,7.969040247678018,21.576923076923077,11.678726483357453,139.0585438343969,12.64168580312699
16,23.71153846153846,2.325301204819277,1.7797154658100045,26.35294117647059,21.176470588235293,7.812460267005721,1.754292343387471,10.508823529411766,15.63467492260062,22.93846153846154,12.908827785817655,146.9035072835584,13.35486429850531
17,14.269230769230768,1.4337349397590362,3.0500229463056447,26.647058823529413,19.11764705882353,8.016528925619834,2.6232018561484916,9.570588235294117,7.597523219814242,14.746153846153845,9.92764109985528,116.99933172053422,10.636302883684928
18,14.903846153846153,2.3072289156626504,3.0793942175309774,27.11764705882353,23.41176470588235,6.980292434837889,2.6651972157772623,10.008823529411766,4.489164086687307,13.084615384615384,9.175108538350218,117.22308224142552,10.656643840129592
19,19.173076923076923,2.1987951807228914,2.2707664066085362,25.999999999999996,19.41176470588235,6.499682136045772,2.0921113689095128,10.24705882352941,3.4241486068111455,13.899999999999999,8.422575976845152,113.6399801284317,10.330907284402882
