,Cd,Hg,Ni,Mn,Cu,Cr,Pb,As
0,11.718890579127057,32.12394896157403,12.27175699874676,3.2670119659516215,30.792770897388387,4.24164971530046,6.227499346957448,7.197185056712906
1,10.987957731144697,32.12394896157403,11.844306847748543,3.971014544473183,30.447388372367833,4.272942905688324,8.722864155376145,8.39671589949839
2,11.850698141877979,32.917132886551165,12.171180492629531,4.082096918543183,30.65078030376883,5.356825227304339,20.093870556421113,21.601468648178265
3,11.323467890874305,32.829001339331484,12.088157433334649,3.816472994833588,30.562515880708016,5.146307401058709,19.092329578892517,21.14544865835899
4,10.304954905980848,32.079883187964185,11.809674371585537,3.6309149381484733,30.410547569698977,5.0310915637215725,18.60489680290403,21.066140834042592
5,11.143730305304873,32.65273824489212,12.263691901558111,4.094359258537924,30.92708632378527,6.37669875039972,20.523102403933365,22.672124276449605
6,13.156791263682527,33.445922169869256,12.364742825157023,3.3537499885614754,36.29202821243794,5.410877101610648,19.732539792131135,21.234669960714935
7,14.52279691401022,33.62218526430862,12.401272971246772,3.4619471061621256,32.46211976832108,5.388118417692202,19.579762354881012,21.264410394833583
8,17.003175594868402,52.96705987902878,12.704900159525195,4.166130013213022,32.569572109438596,4.67690954524075,18.505470216757125,20.907525185409806
9,19.807081929751565,76.05752525058543,13.525642402840303,6.868172696759916,34.7838578531815,4.54462469496478,18.413318746669745,20.743952797757238
10,17.710143431441505,44.418299798719644,12.889922977382357,3.681226597832776,38.12255559504689,7.373813589576657,20.755906117838318,23.57425077804861
11,10.95201021403081,32.56460669767244,11.645525922922513,3.4945865699716547,30.382149450975064,5.075186513813564,18.658247654007248,21.046313877963495
12,12.521718461337194,33.26965907542989,12.325366174177166,3.986342469466608,32.3278043419242,6.3212244583485075,20.295148767401436,22.622556886251857
13,17.77005595996465,40.67270904188317,13.307410361265186,4.370081579890247,38.32594752644789,7.971229042435876,21.565869039132625,23.98070337767014
14,17.87789851130631,36.354263228118754,13.65373512289526,4.150621759690261,39.607700452635285,6.487647334502147,20.874733013477304,22.979442095675644
15,19.040201564655316,80.68443147961871,12.605272488371336,6.410318560779833,32.45444460109841,6.432173042450933,20.794706736822473,22.8109129690033
16,16.89533304352674,34.59163228372512,12.519877341668026,3.279454634475696,32.51584593887984,8.200238299365244,21.223938584334732,24.278107718856617
17,13.372476366365847,34.76789537816448,12.22099432820646,4.059736180905715,32.21267683358402,4.718159659842934,18.641272383201677,21.046313877963495
18,14.594691948237996,35.69327662397114,12.828248704763302,4.057031252965699,33.78224853062188,4.507641833597304,18.117464026915535,20.461418673630078
19,16.835420515003598,69.66798807715848,12.044036607537942,5.944349640979701,31.560287619656293,4.257296310494393,18.374518127685587,20.104533464206302
