,mCdW,mCdR,cdW,cdR,PLIW,PLIR,m_PLIW,m_PLIR,m_piW,m_piR
0,14.596393573930975,9.369742231478186,160.56032931324071,103.06716454626005,10.373911429937655,6.358037592258894,8.597514467560755,9.595556753769731,26.13253602026308,18.87845424663187
1,15.062958277687445,9.322752038327444,165.6925410545619,102.55027242160187,10.587070613751191,6.5154745288898415,11.033659628296963,6.9009064030039475,25.803717630721763,18.827851567626652
2,19.725026985477136,10.422685564338813,216.9752968402485,114.64954120772694,13.281525766801204,7.780373664590228,13.056200675343295,6.280449085490688,37.18049874137533,19.498503012090183
3,19.21030472215581,10.146964566516196,211.31335194371394,111.61661023167817,12.842616348823238,7.379050090111048,15.42649651139179,6.6575167230813825,35.45289380072586,19.42564998868813
4,18.657448801305208,9.283981985600137,205.23193681435728,102.12380184160152,12.057959665716382,6.673287653596858,15.892876488682273,7.530764243230919,34.53088618904603,18.8182704471741
5,20.154481932042316,11.22216801346653,221.6993012524655,123.44384814813182,13.30781649780859,8.256631183314262,12.113835172956737,5.638944025761495,37.97687326721936,19.452933566612742
6,20.330989681754303,11.21797674241411,223.64088649929735,123.39774416655523,14.36398529471584,8.09333492111861,8.11421141548009,8.839501295159554,36.77213082378931,19.7560217106136
7,20.10435941941375,10.866061485733105,221.14795361355124,119.52667634306417,13.473932387558,7.903437954828288,19.35358828901663,9.078904799389028,36.46831829641747,19.77234636324031
8,22.28108176500662,10.512504501001334,245.0918994150728,115.63754951101468,16.05097856749249,7.438552627858464,6.040589569327658,10.363218568854661,37.47087538755207,20.25559792783479
9,25.91839063681824,12.532463503248117,285.10229700500065,137.85709853572928,18.466510739551218,8.051711648294708,6.75697198793426,14.441037918861758,52.14539564143084,25.700938526547002
10,23.60334428161293,13.79523989274801,259.63678709774223,151.7476388202281,16.58360259513537,10.152629890760315,8.024255443066522,7.3133030494207,39.318851671025946,21.513663399167825
11,18.770442057069552,9.30966612135591,206.47486262776508,102.406327334915,12.183210490461423,6.663637850743123,16.64945380696086,7.788956215540172,34.64599978557583,18.941569062022662
12,20.447815198987755,11.359682205520583,224.92596718886531,124.9565042607264,13.61539558533713,8.288183532352747,15.506638982802263,7.124531456865607,37.69381997828634,20.101053001614677
13,24.016896561858587,14.070239374751576,264.1858621804445,154.77263312226734,17.230770287310136,9.604226983079222,6.4058917099084765,10.366618438545537,40.70216239407075,21.972568728050742
14,23.116302337492485,13.177226749814691,254.27932571241732,144.9494942479616,16.834449708693313,8.9195552681774,6.418849862454014,12.173004874470042,39.359220292956664,21.73152315818654
15,26.33370370015351,12.64168580312699,289.6707407016886,139.0585438343969,18.396260182107703,9.182829587982855,8.035279525720021,7.471958262559766,55.03435995161331,22.179268491159508
16,22.290418909548098,13.35486429850531,245.19460800502907,146.9035072835584,14.502400073997642,9.124798352975917,21.938738947013963,11.738138716694761,39.66922887782797,20.890547013924873
17,19.672682569623024,10.636302883684928,216.39950826585326,116.99933172053422,13.44814828733962,7.864216101453364,12.481467881831565,6.651716045240394,34.868682546244,20.287886570292642
18,20.193198678724375,10.656643840129592,222.12518546596814,117.22308224142552,14.120018912276702,7.826206188543164,12.338021319187705,6.690458292407688,34.198751820184825,20.60255857827241
19,23.222455386206086,10.330907284402882,255.44700924826694,113.6399801284317,16.5430308564666,7.200781417580063,7.304261519111135,8.71200022513431,47.637065580093896,19.782917445600994
