,IngMeanWa,IngMeanWc,IngSDWa,IngSDWc,DermMeanWa,DermMeanWc,DermSDWa,DermSDWc,IngMeanSa,IngMeanSc,IngSDSa,IngSDSc,DermMeanSa,DermMeanSc,DermSDSa,DermSDSc
Cd,0.0039010317460317473,0.0027962595555555566,0.00981382532393267,0.007034549992194938,1.6290708571428567e-05,2.8836426666666675e-05,4.0982534552742824e-05,7.25437967945103e-05,0.003781904761904762,0.002710869333333333,0.009310046985512424,0.006673441679215305,1.579323428571429e-05,2.7955839999999994e-05,3.887875621149989e-05,6.881986731690782e-05
Cr,0.007184523809523809,0.005149866666666667,0.009261976010406578,0.006638984404259435,6.000514285714286e-05,0.00010621600000000001,7.735602363891574e-05,0.00013692905333785084,0.0061964285714285715,0.0044415999999999995,0.008211975606840716,0.005886344114983425,5.1752571428571435e-05,9.160800000000001e-05,6.858642026833365e-05,0.00012140584737153312
As,0.005660714285714286,0.004057600000000001,0.0022898261006959837,0.001641347348978881,2.363914285714285e-05,4.1844e-05,9.56231379650643e-06,1.692639453634471e-05,0.004976190476190477,0.0035669333333333336,0.0017991237592284777,0.0012896119106149727,2.0780571428571427e-05,3.6784000000000006e-05,7.513140818538119e-06,1.329912282821691e-05
Pb,0.00022629563492063492,0.00016220871111111113,0.00017797385440018062,0.00012757165883404948,9.450105714285716e-08,1.6727773333333336e-07,7.432188159751544e-08,1.3155827317261354e-07,0.00026262301587301587,0.0001882481777777778,0.00023781031057823923,0.0001704624306224819,1.0967137142857145e-07,1.9413093333333338e-07,9.93095856974727e-08,1.7578938157943448e-07
Ni,0.021196031746031747,0.015193315555555552,0.02409097880344528,0.017268413606309575,1.7702925714285715e-05,3.133621333333333e-05,2.0120785496637502e-05,3.5616103063013506e-05,0.020103174603174602,0.014409955555555555,0.018576499002576984,0.013315634485047185,2.1934274285714283e-05,2.9720533333333335e-05,1.986191713949454e-05,2.7463496125409812e-05
