,Temperature,pH,EC,TSS,Turbidity,Salinity,TDS,DO,COD,Ammonium,Nitrate,Phosphate,Sulfates,Potassium,Calcium,Magnesium,Chloride,Bromine,Cadmium,Chromium,Nickel,Copper,Zinc,Manganese,Mercury,Arsenic,Lead,THB,TC,FC,FS,Vibrio C,E Coli
0,27.7,7.21,1630.0,249.5,83.8,662.0,815.0,1.3900000000000001,447.5,2.75,23.05,2.825,50.635,49.2,99.05,64.0,104.47,1.88,0.005,0.0465,0.1045,0.42300000000000004,0.2365,1.0395,0.0115,0.15,0.28200000000000003,9.305,215.0,107.0,76.0,13.245000000000001,15.0
1,27.7,7.140000000000001,1523.0,239.0,102.3,704.0,1060.0,1.05,485.0,3.0,22.349999999999998,4.24,42.800000000000004,41.8,79.35,38.5,193.785,1.87,0.0075,0.086,0.3115,0.9485,0.641,1.188,0.0315,0.129,0.4235,17.43,255.0,214.5,94.0,15.815000000000001,64.0
2,28.950000000000003,6.5649999999999995,1851.5,288.0,129.65,686.0,884.5,0.14500000000000002,681.5,7.8,27.25,4.555,60.1,37.35,103.4,53.900000000000006,201.725,1.02,0.0165,0.0885,0.178,1.5085,0.621,1.1255,0.0945,0.079,0.389,22.79,405.0,342.0,99.0,20.07,75.0
3,29.099999999999998,5.085,652.5,409.0,105.45,311.0,1892.5,0.11,797.5,8.8,33.25,2.865,52.025,18.7,55.3,29.3,27.314999999999998,1.19,2.1550000000000002,1.2810000000000001,0.6585,0.9570000000000001,0.607,3.6205,0.15,0.1,1.612,32.745,425.0,359.5,90.0,21.744999999999997,74.5
4,26.65,7.76,740.0,195.5,55.4,307.0,1163.5,1.61,422.0,2.55,14.8,2.705,49.2,21.6,31.9,14.2,36.945,1.025,0.004,0.027000000000000003,0.0735,0.156,0.308,1.0510000000000002,0.0475,0.068,0.2175,7.18,175.0,159.5,98.5,11.975,9.5
5,28.650000000000002,6.73,1534.0,308.0,59.25,821.0,1997.5,0.6799999999999999,522.5,5.75,28.200000000000003,3.56,32.03,31.25,77.8,34.45,97.63,0.99,0.006,0.038,0.139,1.413,0.6785,0.935,0.013000000000000001,0.068,0.236,18.205,357.5,292.5,85.0,18.77,70.0
6,27.15,7.699999999999999,1911.5,350.0,73.95,1015.0,2095.5,1.555,505.0,3.4,15.399999999999999,4.395,44.75,44.400000000000006,131.39999999999998,89.35,189.025,0.64,0.099,0.247,0.8719999999999999,1.8415,0.754,3.1845,0.0905,0.10500000000000001,1.012,11.495000000000001,207.5,139.0,61.0,14.055,36.0
7,29.4,4.83,1827.5,464.5,151.2,682.0,2392.0,0.0,998.0,10.8,34.5,4.27,44.25,29.7,72.65,32.25,191.1,0.825,0.179,1.1175000000000002,0.40349999999999997,0.6425000000000001,0.3885,2.7175000000000002,0.196,0.134,2.0615,36.489999999999995,772.5,605.5,151.0,22.36,135.5
8,28.799999999999997,6.67,2526.0,343.5,118.75,1356.0,1822.5,0.2,730.5,9.350000000000001,22.75,5.6850000000000005,59.599999999999994,25.15,67.85,33.4,206.69,0.8150000000000001,0.07550000000000001,0.4405,0.3205,0.10500000000000001,0.23249999999999998,1.1795,0.1525,0.0605,1.014,28.505000000000003,444.0,417.5,114.5,19.71,71.5
