,IngMeanWa,IngMeanWc,IngSDWa,IngSDWc,DermMeanWa,DermMeanWc,DermSDWa,DermSDWc,IngMeanSa,IngMeanSc,IngSDSa,IngSDSc,DermMeanSa,DermMeanSc,DermSDSa,DermSDSc
Mn,2.783564814814815,1.995259259259259,1.6761674014251404,1.2014767933415407,0.29060416666666666,0.5144027777777778,0.17499187670878463,0.309755735783366,2.520998677248677,1.8070518518518521,1.5150273875506353,1.0859716313962953,0.26319226190476186,0.4658805555555555,0.1581688592602863,0.27997706121935734
Cr,4.78968253968254,3.433244444444444,6.174650673604385,4.425989602839623,0.006154373626373627,0.01089394871794872,0.007933951142452895,0.014044005470548805,4.130952380952381,2.9610666666666665,5.474650404560478,3.9242294099889494,0.0053079560439560445,0.009395692307692308,0.007034504642906017,0.012451881781695706
Ni,0.4987301587301587,0.3574897777777777,0.5668465600810654,0.4063156142661076,0.0019284232804232808,0.0034135308641975314,0.00219180669898012,0.003879749788999294,0.4730158730158729,0.3390577777777778,0.4370940941782818,0.3133090467069925,0.001828994708994709,0.00323753086419753,0.001690097164156024,0.002991666244598019
Cu,0.7267857142857144,0.5209600000000001,0.5035288814979246,0.3609295022577123,0.0030350571428571426,0.005372400000000001,0.002102736609135333,0.003722085492032659,0.8595238095238095,0.6161066666666667,0.6330857702353527,0.45379588010470084,0.0035893714285714284,0.006353600000000001,0.002643766176502833,0.004679770013579727
Zn,0.05761904761904762,0.04130133333333333,0.02471284918753778,0.017714170297627077,0.0007218514285714285,0.0012777600000000002,0.00030960257462147315,0.0005480321435828377,0.06055555555555556,0.04340622222222223,0.025025567991316035,0.01793832713617534,0.00075864,0.00134288,0.00031352031579520744,0.0005549669957754244
As,12.579365079365079,9.016888888888891,5.088502445991074,3.647438553286403,0.05253142857142857,0.09298666666666668,0.021249586214458733,0.03761421008076603,11.05820105820106,7.92651851851852,3.9980527982855065,2.8658042458110504,0.046179047619047627,0.08174222222222223,0.01669586848564027,0.029553606284926467
Cd,20.53174603174604,14.717155555555557,51.651712231224586,37.02394732734177,1.7148114285714287,3.035413333333334,4.313951005551876,7.636189136264241,19.904761904761905,14.267733333333334,49.000247292170656,35.12337725902792,1.6624457142857145,2.9427199999999996,4.092500653842094,7.244196559674508
Hg,14.930555555555555,10.702222222222222,11.686522674283967,8.376899452926747,0.06234999999999999,0.11036666666666667,0.04880291868780984,0.08638677560830708,24.10714285714285,17.279999999999998,19.26023707803971,13.805737937538867,0.10067142857142856,0.1782,0.08043075003789385,0.1423716724808696
Pb,7.606575963718821,5.452393650793651,5.982314433619516,4.28812298601847,0.00026470884353741494,0.0004685650793650794,0.00020818454228995915,0.00036851056911096225,8.827664399092972,6.3276698412698416,7.9936238849828305,5.729829600755694,0.0003072027210884353,0.000543784126984127,0.0002781781111974025,0.0004924072313149424
