Model,MSE,RMSE
cnn,55.42427178831799,7.4447479331618736
rnn,513.749315339197,22.66603881006112
gru,517.1755156093512,22.74149325812514
lstm,769.8109252086723,27.7454667506004
mvg_cnn,27.333105460201416,5.228107254083587
mvg_rnn,490.94509232224397,22.157280797115966
mvg_gru,501.91835111658435,22.403534344307918
mvg_lstm,656.2586203582621,25.617545166511604
auto_cnn,1103.3423641263512,33.216597720512425
auto_rnn,469.31644992450697,21.663712745614657
auto_gru,529.4408869728892,23.009582503228717
auto_lstm,105.07907562736433,10.250808535299269
mvg_auto_cnn,56.762177451352926,7.534067789139737
mvg_auto_rnn,532.3802467042742,23.07336660967086
mvg_auto_gru,514.1373204928641,22.6745963689073
mvg_auto_lstm,573.3687486143072,23.945119515556968
hybrid_cnn_lstm,733.2917631182238,27.079360463611835
hybrid_lstm_rnn_gru,444.0368349666031,21.072181542654835
hybrid_cnn_rnn_gru,381.69549593941525,19.537028841136905
hybrid_cnn_gru,656.7797296782177,25.627714093890965
hybrid_rnn_gru,652.3609613754173,25.541357860838513
hybrid_rnn_lstm,675.465499026155,25.989719102486564
mavg_hybrid_cnn_lstm,691.0859178195502,26.28851303934002
mavg_hybrid_lstm_rnn_gru,483.6910047574987,21.99297625964932
mavg_hybrid_cnn_rnn_gru,437.83404975653696,20.924484456170884
mavg_hybrid_cnn_gru,688.8200368735052,26.24538124839312
mavg_hybrid_rnn_gru,595.2597643820529,24.397945904974314
mavg_hybrid_rnn_lstm,719.1905840875903,26.817728913679293
