Param,Location,y
pH,S2,7.2
pH,S2,7.19
pH,S2,7.22
pH,S2,7.21
pH,S2,7.2
pH,S2,7.19
pH,S2,7.19
pH,S2,7.2
pH,S2,7.21
pH,S2,7.2
pH,S2,7.19
pH,S2,7.21
pH,S2,7.2
pH,S2,7.21
pH,S2,7.21
pH,S2,7.22
pH,S2,7.13
pH,S2,7.37
pH,S2,7.18
pH,S2,7.27
pH,S2,7.34
pH,S2,7.27
pH,S2,7.23
pH,S2,7.19
pH,S2,7.31
pH,S2,7.15
pH,S2,7.36
pH,S2,7.21
pH,S2,7.3
pH,S2,7.22
pH,S2,7.22
pH,S2,7.26
pH,S2,7.38
pH,S2,7.56
pH,S2,7.45
pH,S2,7.48
pH,S2,7.62
pH,S2,7.47
pH,S2,7.57
pH,S2,7.39
pH,S2,7.41
pH,S2,7.61
pH,S2,7.59
pH,S2,7.51
pH,S2,7.54
pH,S2,7.52
pH,S2,7.52
pH,S2,7.69
pH,S2,7.84
pH,S2,7.73
pH,S2,7.76
pH,S2,7.81
pH,S2,7.79
pH,S2,7.75
pH,S2,7.76
pH,S2,7.78
pH,S2,7.77
pH,S2,7.73
pH,S2,7.72
pH,S2,7.77
pH,S2,7.78
pH,S2,7.7
pH,S2,7.88
pH,S2,7.9
pH,S2,7.9
pH,S2,7.9
pH,S2,7.89
pH,S2,7.9
pH,S2,7.88
pH,S2,7.89
pH,S2,7.91
pH,S2,7.88
pH,S2,7.89
pH,S2,7.9
pH,S2,7.91
pH,S2,7.91
pH,S2,7.91
pH,S2,7.92
pH,S2,7.92
pH,S2,7.93
pH,S2,7.92
pH,S2,7.92
pH,S2,7.92
pH,S2,7.92
pH,S2,7.92
pH,S2,7.92
pH,S2,7.92
pH,S2,7.92
pH,S2,7.93
pH,S2,7.92
pH,S2,7.93
pH,S2,7.93
pH,S2,7.92
pH,S2,7.93
pH,S2,7.95
pH,S2,7.94
pH,S2,7.94
pH,S2,7.94
pH,S2,7.94
pH,S2,7.95
pH,S2,7.94
pH,S2,7.95
pH,S2,7.94
pH,S2,7.95
pH,S2,7.94
pH,S2,7.94
pH,S2,7.93
pH,S2,7.93
pH,S2,7.95
pH,S2,8.06
pH,S2,8.04
pH,S2,8.07
pH,S2,8.08
pH,S2,8.0
pH,S2,8.1
pH,S2,8.03
pH,S2,8.04
pH,S2,7.98
pH,S2,7.98
pH,S2,7.97
pH,S2,8.07
pH,S2,8.09
pH,S2,8.02
pH,S3,7.91
pH,S3,7.99
pH,S3,8.12
pH,S3,7.94
pH,S3,8.0
pH,S3,8.07
pH,S3,7.92
pH,S3,7.97
pH,S3,8.06
pH,S3,8.11
pH,S3,8.03
pH,S3,7.97
pH,S3,7.97
pH,S3,8.08
pH,S3,8.02
pH,S3,8.12
pH,S3,8.24
pH,S3,8.29
pH,S3,8.27
pH,S3,8.15
pH,S3,8.13
pH,S3,8.15
pH,S3,8.22
pH,S3,8.13
pH,S3,8.24
pH,S3,8.13
pH,S3,8.19
pH,S3,8.21
pH,S3,8.25
pH,S3,8.22
pH,S3,8.18
pH,S3,8.29
pH,S3,8.27
pH,S3,8.26
pH,S3,8.24
pH,S3,8.28
pH,S3,8.26
pH,S3,8.24
pH,S3,8.24
pH,S3,8.24
pH,S3,8.24
pH,S3,8.28
pH,S3,8.23
pH,S3,8.29
pH,S3,8.24
pH,S3,8.27
pH,S3,8.22
pH,S3,8.22
pH,S3,8.24
pH,S3,8.24
pH,S3,8.23
pH,S3,8.23
pH,S3,8.25
pH,S3,8.22
pH,S3,8.23
pH,S3,8.24
pH,S3,8.23
pH,S3,8.25
pH,S3,8.23
pH,S3,8.25
pH,S3,8.23
pH,S3,8.22
pH,S3,8.25
pH,S3,8.31
pH,S3,8.31
pH,S3,8.31
pH,S3,8.25
pH,S3,8.25
pH,S3,8.28
pH,S3,8.32
pH,S3,8.31
pH,S3,8.32
pH,S3,8.31
pH,S3,8.27
pH,S3,8.32
pH,S3,8.32
pH,S3,8.15
pH,S3,8.13
pH,S3,8.2
pH,S3,8.2
pH,S3,8.16
pH,S3,8.21
pH,S3,8.15
pH,S3,8.18
pH,S3,8.16
pH,S3,8.15
pH,S3,8.15
pH,S3,8.19
pH,S3,8.21
pH,S3,8.22
pH,S3,8.1
pH,S3,8.09
pH,S3,8.09
pH,S3,8.06
pH,S3,7.94
pH,S3,7.93
pH,S3,7.86
pH,S3,7.8
pH,S3,8.06
pH,S3,7.8
pH,S3,7.84
pH,S3,7.68
pH,S3,8.08
pH,S3,8.06
pH,S3,7.8
pH,S3,7.68
pH,S3,7.19
pH,S3,7.39
pH,S3,7.67
pH,S3,7.57
pH,S3,7.25
pH,S3,7.59
pH,S3,7.21
pH,S3,7.22
pH,S3,7.51
pH,S3,7.31
pH,S3,7.12
pH,S3,7.57
pH,S3,7.3
pH,S3,7.43
pH,S3,7.26
pH,S3,7.12
pH,S3,6.91
pH,S3,6.74
pH,S3,6.65
pH,S3,6.78
pH,S3,6.52
pH,S3,6.66
pH,S3,7.01
pH,S3,7.09
pH,S3,6.5
pH,S3,6.53
pH,S3,6.79
pH,S3,7.08
pH,S3,6.78
pH,S3,6.82
pH,S3,6.37
pH,S3,6.28
pH,S3,6.36
pH,S3,6.32
pH,S3,6.27
pH,S3,6.26
pH,S3,6.28
pH,S3,6.28
pH,S3,6.26
pH,S3,6.36
pH,S3,6.28
pH,S3,6.32
pH,S3,6.25
pH,S3,6.28
pH,S3,6.25
pH,S3,6.25
pH,S3,6.22
pH,S3,6.25
pH,S3,6.19
pH,S3,6.18
pH,S3,6.22
pH,S3,6.18
pH,S3,6.17
pH,S3,6.19
pH,S3,6.19
pH,S3,6.18
pH,S3,6.21
pH,S3,6.19
pH,S3,6.23
pH,S3,6.23
pH,S3,6.16
pH,S3,6.25
pH,S3,6.26
pH,S3,6.18
pH,S3,6.32
pH,S3,6.22
pH,S3,6.32
pH,S3,6.31
pH,S3,6.32
pH,S3,6.21
pH,S3,6.26
pH,S3,6.24
pH,S3,6.27
pH,S3,6.24
pH,S3,6.22
pH,S3,6.31
pH,S3,6.33
pH,S3,6.34
pH,S3,6.82
pH,S3,6.41
pH,S3,6.36
pH,S3,6.47
pH,S3,6.85
pH,S3,6.74
pH,S3,6.42
pH,S3,6.81
pH,S3,6.76
pH,S3,6.62
pH,S3,6.67
pH,S3,6.58
pH,S3,6.82
pH,S3,6.88
pH,S3,7.0
pH,S3,6.97
pH,S3,6.92
pH,S3,7.18
pH,S3,7.09
pH,S3,7.07
pH,S3,7.02
pH,S3,7.01
pH,S3,7.14
pH,S3,7.06
pH,S3,7.17
pH,S3,7.06
pH,S3,7.17
pH,S3,6.92
pH,S3,7.2
pH,S3,7.21
pH,S3,7.29
pH,S3,7.22
pH,S3,7.25
pH,S3,7.21
pH,S3,7.22
pH,S3,7.2
pH,S3,7.22
pH,S3,7.2
pH,S3,7.25
pH,S3,7.29
pH,S3,7.23
pH,S3,7.29
pH,S3,7.3
pH,S3,7.3
pH,S3,7.23
pH,S3,7.25
pH,S3,7.24
pH,S3,7.22
pH,S3,7.22
pH,S3,7.29
pH,S3,7.24
pH,S3,7.27
pH,S3,7.26
pH,S3,7.29
pH,S3,7.28
pH,S3,7.22
pH,S3,7.25
pH,S3,7.23
pH,S3,7.26
pH,S3,7.22
pH,S3,7.23
pH,S3,7.25
pH,S3,7.24
pH,S3,7.22
pH,S3,7.22
pH,S3,7.29
pH,S3,7.24
pH,S3,7.27
pH,S3,7.26
pH,S3,7.29
pH,S3,7.28
pH,S3,7.22
pH,S3,7.25
pH,S3,7.23
pH,S3,7.29
pH,S3,7.31
pH,S3,7.3
pH,S3,7.31
pH,S3,7.3
pH,S3,7.31
pH,S3,7.31
pH,S3,7.31
pH,S3,7.31
pH,S3,7.3
pH,S3,7.29
pH,S3,7.31
pH,S3,7.31
pH,S3,7.31
pH,S3,7.32
pH,S3,7.31
pH,S3,7.32
pH,S3,7.36
pH,S3,7.34
pH,S3,7.33
pH,S3,7.34
pH,S3,7.35
pH,S3,7.32
pH,S3,7.33
pH,S3,7.33
pH,S3,7.33
pH,S3,7.33
pH,S3,7.35
pH,S3,7.35
pH,S3,7.34
pH,S3,7.35
pH,S3,7.36
pH,S3,7.39
pH,S3,7.48
pH,S3,7.48
pH,S3,7.37
pH,S3,7.46
pH,S3,7.47
pH,S3,7.48
pH,S3,7.48
pH,S3,7.4
pH,S3,7.47
pH,S3,7.36
pH,S3,7.39
pH,S3,7.46
pH,S3,7.48
pH,S3,7.49
pH,S3,7.52
pH,S3,7.52
pH,S3,7.55
pH,S3,7.61
pH,S3,7.51
pH,S3,7.51
pH,S3,7.62
pH,S3,7.57
pH,S3,7.54
pH,S3,7.57
pH,S3,7.56
pH,S3,7.63
pH,S3,7.53
pH,S3,7.54
pH,S3,7.63
pH,S3,7.64
pH,S3,7.63
pH,S3,7.63
pH,S3,7.64
pH,S3,7.64
pH,S3,7.63
pH,S3,7.63
pH,S3,7.64
pH,S3,7.65
pH,S3,7.63
pH,S3,7.64
pH,S3,7.63
pH,S3,7.65
pH,S3,7.64
pH,S3,7.63
pH,S3,7.65
pH,S3,7.66
pH,S3,7.67
pH,S3,7.68
pH,S3,7.67
pH,S3,7.67
pH,S3,7.67
pH,S3,7.65
pH,S3,7.67
pH,S3,7.66
pH,S3,7.67
pH,S3,7.67
pH,S3,7.67
pH,S3,7.65
pH,S3,7.65
pH,S3,7.68
pH,S3,7.73
pH,S3,7.83
pH,S3,7.79
pH,S3,7.89
pH,S3,7.76
pH,S3,7.87
pH,S3,7.81
pH,S3,7.77
pH,S3,7.79
pH,S3,7.71
pH,S3,7.78
pH,S3,7.85
pH,S3,7.71
pH,S3,7.81
pH,S4,8.48
pH,S4,8.44
pH,S4,8.45
pH,S4,8.36
pH,S4,8.48
pH,S4,8.44
pH,S4,8.41
pH,S4,8.38
pH,S4,8.47
pH,S4,8.41
pH,S4,8.45
pH,S4,8.45
pH,S4,8.47
pH,S4,8.36
pH,S4,8.48
pH,S4,8.35
pH,S4,8.39
pH,S4,8.37
pH,S4,8.38
pH,S4,8.36
pH,S4,8.39
pH,S4,8.39
pH,S4,8.38
pH,S4,8.36
pH,S4,8.36
pH,S4,8.39
pH,S4,8.39
pH,S4,8.39
pH,S4,8.37
pH,S4,8.37
pH,S4,8.39
pH,S4,8.4
pH,S4,8.42
pH,S4,8.4
pH,S4,8.41
pH,S4,8.41
pH,S4,8.42
pH,S4,8.42
pH,S4,8.41
pH,S4,8.42
pH,S4,8.4
pH,S4,8.42
pH,S4,8.41
pH,S4,8.42
pH,S4,8.41
pH,S4,8.42
pH,S4,8.43
pH,S4,8.46
pH,S4,8.45
pH,S4,8.47
pH,S4,8.46
pH,S4,8.46
pH,S4,8.46
pH,S4,8.46
pH,S4,8.45
pH,S4,8.49
pH,S4,8.44
pH,S4,8.46
pH,S4,8.43
pH,S4,8.46
pH,S4,8.45
pH,S4,8.46
pH,S4,8.49
pH,S4,8.52
pH,S4,8.5
pH,S4,8.52
pH,S4,8.51
pH,S4,8.54
pH,S4,8.5
pH,S4,8.51
pH,S4,8.52
pH,S4,8.5
pH,S4,8.53
pH,S4,8.56
pH,S4,8.51
pH,S4,8.56
pH,S4,8.27
pH,S4,8.53
pH,S4,8.5
pH,S4,8.27
pH,S4,8.43
pH,S4,8.18
pH,S4,8.31
pH,S4,8.52
pH,S4,8.4
pH,S4,8.46
pH,S4,8.24
pH,S4,8.28
pH,S4,8.34
pH,S4,8.34
pH,S4,8.17
pH,S4,8.0
pH,S4,7.87
pH,S4,7.94
pH,S4,8.04
pH,S4,8.14
pH,S4,8.15
pH,S4,8.11
pH,S4,8.12
pH,S4,8.09
pH,S4,8.17
pH,S4,7.92
pH,S4,8.0
pH,S4,7.85
pH,S4,7.97
pH,S4,7.83
pH,S4,7.48
pH,S4,7.61
pH,S4,7.78
pH,S4,7.35
pH,S4,7.35
pH,S4,7.79
pH,S4,7.45
pH,S4,7.68
pH,S4,7.59
pH,S4,7.78
pH,S4,7.75
pH,S4,7.48
pH,S4,7.55
pH,S4,7.46
pH,S4,7.68
pH,S4,7.35
pH,S4,7.25
pH,S4,6.75
pH,S4,7.01
pH,S4,6.92
pH,S4,6.59
pH,S4,7.27
pH,S4,6.93
pH,S4,6.33
pH,S4,6.97
pH,S4,7.29
pH,S4,6.54
pH,S4,7.18
pH,S4,7.17
pH,S4,6.61
pH,S4,6.29
pH,S4,6.25
pH,S4,6.22
pH,S4,6.22
pH,S4,6.28
pH,S4,6.29
pH,S4,6.2
pH,S4,6.22
pH,S4,6.22
pH,S4,6.2
pH,S4,6.2
pH,S4,6.21
pH,S4,6.23
pH,S4,6.26
pH,S4,6.26
pH,S4,6.18
pH,S4,6.14
pH,S4,6.12
pH,S4,6.12
pH,S4,6.13
pH,S4,6.12
pH,S4,6.17
pH,S4,6.14
pH,S4,6.11
pH,S4,6.17
pH,S4,6.18
pH,S4,6.13
pH,S4,6.16
pH,S4,6.13
pH,S4,6.16
pH,S4,6.11
pH,S4,6.17
pH,S4,6.17
pH,S4,6.18
pH,S4,6.18
pH,S4,6.18
pH,S4,6.15
pH,S4,6.13
pH,S4,6.17
pH,S4,6.14
pH,S4,6.12
pH,S4,6.13
pH,S4,6.14
pH,S4,6.12
pH,S4,6.18
pH,S4,6.15
pH,S4,6.19
pH,S4,6.47
pH,S4,6.6
pH,S4,6.21
pH,S4,6.26
pH,S4,6.46
pH,S4,6.55
pH,S4,6.34
pH,S4,6.38
pH,S4,6.49
pH,S4,6.44
pH,S4,6.63
pH,S4,6.64
pH,S4,6.71
pH,S4,6.31
pH,S4,6.76
pH,S4,6.85
pH,S4,7.01
pH,S4,6.87
pH,S4,6.99
pH,S4,6.78
pH,S4,6.98
pH,S4,6.84
pH,S4,6.98
pH,S4,6.89
pH,S4,6.8
pH,S4,6.84
pH,S4,6.8
pH,S4,7.01
pH,S4,7.05
pH,S4,7.14
pH,S4,7.26
pH,S4,7.19
pH,S4,7.19
pH,S4,7.15
pH,S4,7.15
pH,S4,7.25
pH,S4,7.16
pH,S4,7.26
pH,S4,7.17
pH,S4,7.23
pH,S4,7.22
pH,S4,7.21
pH,S4,7.22
pH,S4,7.26
pH,S4,7.26
pH,S4,7.12
pH,S4,7.2
pH,S4,7.21
pH,S4,7.2
pH,S4,7.24
pH,S4,7.12
pH,S4,7.21
pH,S4,7.22
pH,S4,7.15
pH,S4,7.24
pH,S4,7.19
pH,S4,7.11
pH,S4,7.21
pH,S4,7.14
pH,S4,7.13
pH,S4,7.1
pH,S4,7.12
pH,S4,7.2
pH,S4,7.21
pH,S4,7.2
pH,S4,7.24
pH,S4,7.12
pH,S4,7.21
pH,S4,7.22
pH,S4,7.15
pH,S4,7.24
pH,S4,7.19
pH,S4,7.11
pH,S4,7.21
pH,S4,7.14
pH,S4,7.14
pH,S4,7.18
pH,S4,7.17
pH,S4,7.24
pH,S4,7.24
pH,S4,7.17
pH,S4,7.17
pH,S4,7.15
pH,S4,7.15
pH,S4,7.22
pH,S4,7.21
pH,S4,7.21
pH,S4,7.18
pH,S4,7.23
pH,S4,7.15
pH,S4,7.19
pH,S4,7.25
pH,S4,7.34
pH,S4,7.38
pH,S4,7.26
pH,S4,7.38
pH,S4,7.35
pH,S4,7.28
pH,S4,7.37
pH,S4,7.25
pH,S4,7.26
pH,S4,7.33
pH,S4,7.32
pH,S4,7.37
pH,S4,7.35
pH,S4,7.27
pH,S4,7.39
pH,S4,7.4
pH,S4,7.5
pH,S4,7.45
pH,S4,7.46
pH,S4,7.41
pH,S4,7.4
pH,S4,7.42
pH,S4,7.5
pH,S4,7.43
pH,S4,7.43
pH,S4,7.51
pH,S4,7.4
pH,S4,7.46
pH,S4,7.41
pH,S4,7.51
pH,S4,7.52
pH,S4,7.55
pH,S4,7.53
pH,S4,7.54
pH,S4,7.54
pH,S4,7.52
pH,S4,7.51
pH,S4,7.51
pH,S4,7.53
pH,S4,7.52
pH,S4,7.52
pH,S4,7.52
pH,S4,7.54
pH,S4,7.51
pH,S4,7.55
pH,S4,7.56
pH,S4,7.55
pH,S4,7.55
pH,S4,7.55
pH,S4,7.56
pH,S4,7.56
pH,S4,7.56
pH,S4,7.56
pH,S4,7.55
pH,S4,7.56
pH,S4,7.55
pH,S4,7.55
pH,S4,7.55
pH,S4,7.56
pH,S4,7.55
pH,S4,7.56
pH,S4,7.83
pH,S4,7.85
pH,S4,8.01
pH,S4,7.93
pH,S4,7.89
pH,S4,8.0
pH,S4,7.97
pH,S4,7.8
pH,S4,7.57
pH,S4,8.11
pH,S4,7.97
pH,S4,7.9
pH,S4,7.68
pH,S4,7.93
pH,S4,8.11
pH,S4,8.12
pH,S4,8.12
pH,S4,8.13
pH,S4,8.14
pH,S4,8.14
pH,S4,8.13
pH,S4,8.12
pH,S4,8.12
pH,S4,8.12
pH,S4,8.15
pH,S4,8.15
pH,S4,8.14
pH,S4,8.14
pH,S4,8.12
EC (us/cm),S1,1748.0
EC (us/cm),S1,1765.0
EC (us/cm),S1,1769.0
EC (us/cm),S1,1776.0
EC (us/cm),S1,1822.0
EC (us/cm),S1,1830.0
EC (us/cm),S1,1830.0
EC (us/cm),S1,1748.0
EC (us/cm),S1,1818.0
EC (us/cm),S1,1793.0
EC (us/cm),S1,1819.0
EC (us/cm),S1,1798.0
EC (us/cm),S1,1792.0
EC (us/cm),S1,1803.0
EC (us/cm),S1,1792.0
EC (us/cm),S1,1832.0
EC (us/cm),S1,1923.0
EC (us/cm),S1,1957.0
EC (us/cm),S1,1954.0
EC (us/cm),S1,1990.0
EC (us/cm),S1,1951.0
EC (us/cm),S1,1887.0
EC (us/cm),S1,2009.0
EC (us/cm),S1,1871.0
EC (us/cm),S1,1953.0
EC (us/cm),S1,1986.0
EC (us/cm),S1,1904.0
EC (us/cm),S1,2004.0
EC (us/cm),S1,1839.0
EC (us/cm),S1,2027.0
EC (us/cm),S1,1900.0
EC (us/cm),S1,2049.0
EC (us/cm),S1,2079.0
EC (us/cm),S1,2075.0
EC (us/cm),S1,2066.0
EC (us/cm),S1,2087.0
EC (us/cm),S1,2099.0
EC (us/cm),S1,2103.0
EC (us/cm),S1,2074.0
EC (us/cm),S1,2093.0
EC (us/cm),S1,2057.0
EC (us/cm),S1,2068.0
EC (us/cm),S1,2098.0
EC (us/cm),S1,2067.0
EC (us/cm),S1,2068.0
EC (us/cm),S1,2079.0
EC (us/cm),S1,2105.0
EC (us/cm),S1,2089.0
EC (us/cm),S1,1891.0
EC (us/cm),S1,1904.0
EC (us/cm),S1,1890.0
EC (us/cm),S1,2030.0
EC (us/cm),S1,1946.0
EC (us/cm),S1,1906.0
EC (us/cm),S1,2007.0
EC (us/cm),S1,2024.0
EC (us/cm),S1,1885.0
EC (us/cm),S1,2083.0
EC (us/cm),S1,1920.0
EC (us/cm),S1,1897.0
EC (us/cm),S1,1981.0
EC (us/cm),S1,1914.0
EC (us/cm),S1,1855.0
EC (us/cm),S1,1849.0
EC (us/cm),S1,1811.0
EC (us/cm),S1,1844.0
EC (us/cm),S1,1834.0
EC (us/cm),S1,1834.0
EC (us/cm),S1,1852.0
EC (us/cm),S1,1845.0
EC (us/cm),S1,1840.0
EC (us/cm),S1,1836.0
EC (us/cm),S1,1833.0
EC (us/cm),S1,1843.0
EC (us/cm),S1,1814.0
EC (us/cm),S1,1809.0
EC (us/cm),S1,1805.0
EC (us/cm),S1,1797.0
EC (us/cm),S1,1800.0
EC (us/cm),S1,1805.0
EC (us/cm),S1,1800.0
EC (us/cm),S1,1804.0
EC (us/cm),S1,1800.0
EC (us/cm),S1,1807.0
EC (us/cm),S1,1799.0
EC (us/cm),S1,1797.0
EC (us/cm),S1,1802.0
EC (us/cm),S1,1807.0
EC (us/cm),S1,1797.0
EC (us/cm),S1,1808.0
EC (us/cm),S1,1796.0
EC (us/cm),S1,1798.0
EC (us/cm),S1,1801.0
EC (us/cm),S1,1796.0
EC (us/cm),S1,1813.0
EC (us/cm),S1,1813.0
EC (us/cm),S1,1800.0
EC (us/cm),S1,1797.0
EC (us/cm),S1,1806.0
EC (us/cm),S1,1809.0
EC (us/cm),S1,1805.0
EC (us/cm),S1,1811.0
EC (us/cm),S1,1797.0
EC (us/cm),S1,1800.0
EC (us/cm),S1,1808.0
EC (us/cm),S1,1813.0
EC (us/cm),S1,1867.0
EC (us/cm),S1,1886.0
EC (us/cm),S1,1888.0
EC (us/cm),S1,1856.0
EC (us/cm),S1,1889.0
EC (us/cm),S1,1872.0
EC (us/cm),S1,1881.0
EC (us/cm),S1,1913.0
EC (us/cm),S1,1896.0
EC (us/cm),S1,1824.0
EC (us/cm),S1,1816.0
EC (us/cm),S1,1903.0
EC (us/cm),S1,1908.0
EC (us/cm),S1,1842.0
EC (us/cm),S1,1871.0
EC (us/cm),S1,1914.0
EC (us/cm),S1,1924.0
EC (us/cm),S1,1927.0
EC (us/cm),S1,1925.0
EC (us/cm),S1,1914.0
EC (us/cm),S1,1923.0
EC (us/cm),S1,1927.0
EC (us/cm),S1,1915.0
EC (us/cm),S1,1923.0
EC (us/cm),S1,1922.0
EC (us/cm),S1,1921.0
EC (us/cm),S1,1915.0
EC (us/cm),S1,1926.0
EC (us/cm),S1,1918.0
EC (us/cm),S1,1915.0
EC (us/cm),S1,1928.0
EC (us/cm),S1,1720.0
EC (us/cm),S1,1724.0
EC (us/cm),S1,1663.0
EC (us/cm),S1,1816.0
EC (us/cm),S1,1653.0
EC (us/cm),S1,1824.0
EC (us/cm),S1,1852.0
EC (us/cm),S1,1759.0
EC (us/cm),S1,1850.0
EC (us/cm),S1,1735.0
EC (us/cm),S1,1835.0
EC (us/cm),S1,1894.0
EC (us/cm),S1,1847.0
EC (us/cm),S1,1799.0
EC (us/cm),S1,1609.0
EC (us/cm),S1,1608.0
EC (us/cm),S1,1570.0
EC (us/cm),S1,1578.0
EC (us/cm),S1,1569.0
EC (us/cm),S1,1578.0
EC (us/cm),S1,1563.0
EC (us/cm),S1,1556.0
EC (us/cm),S1,1558.0
EC (us/cm),S1,1561.0
EC (us/cm),S1,1576.0
EC (us/cm),S1,1558.0
EC (us/cm),S1,1591.0
EC (us/cm),S1,1563.0
EC (us/cm),S1,1567.0
EC (us/cm),S1,1554.0
EC (us/cm),S1,1333.0
EC (us/cm),S1,1455.0
EC (us/cm),S1,1492.0
EC (us/cm),S1,1526.0
EC (us/cm),S1,1372.0
EC (us/cm),S1,1535.0
EC (us/cm),S1,1418.0
EC (us/cm),S1,1413.0
EC (us/cm),S1,1525.0
EC (us/cm),S1,1399.0
EC (us/cm),S1,1516.0
EC (us/cm),S1,1543.0
EC (us/cm),S1,1354.0
EC (us/cm),S1,1455.0
EC (us/cm),S1,1431.0
EC (us/cm),S1,1329.0
EC (us/cm),S1,1324.0
EC (us/cm),S1,1327.0
EC (us/cm),S1,1296.0
EC (us/cm),S1,1270.0
EC (us/cm),S1,1280.0
EC (us/cm),S1,1277.0
EC (us/cm),S1,1310.0
EC (us/cm),S1,1268.0
EC (us/cm),S1,1319.0
EC (us/cm),S1,1291.0
EC (us/cm),S1,1311.0
EC (us/cm),S1,1324.0
EC (us/cm),S1,1288.0
EC (us/cm),S1,1285.0
EC (us/cm),S1,1257.0
EC (us/cm),S1,1165.0
EC (us/cm),S1,1232.0
EC (us/cm),S1,1171.0
EC (us/cm),S1,1245.0
EC (us/cm),S1,1201.0
EC (us/cm),S1,1191.0
EC (us/cm),S1,1218.0
EC (us/cm),S1,1257.0
EC (us/cm),S1,1174.0
EC (us/cm),S1,1256.0
EC (us/cm),S1,1211.0
EC (us/cm),S1,1207.0
EC (us/cm),S1,1158.0
EC (us/cm),S1,1250.0
EC (us/cm),S1,1157.0
EC (us/cm),S1,1135.0
EC (us/cm),S1,1136.0
EC (us/cm),S1,1142.0
EC (us/cm),S1,1154.0
EC (us/cm),S1,1125.0
EC (us/cm),S1,1127.0
EC (us/cm),S1,1147.0
EC (us/cm),S1,1143.0
EC (us/cm),S1,1130.0
EC (us/cm),S1,1125.0
EC (us/cm),S1,1138.0
EC (us/cm),S1,1123.0
EC (us/cm),S1,1147.0
EC (us/cm),S1,1126.0
EC (us/cm),S1,1122.0
EC (us/cm),S1,1061.0
EC (us/cm),S1,1085.0
EC (us/cm),S1,1116.0
EC (us/cm),S1,1054.0
EC (us/cm),S1,1065.0
EC (us/cm),S1,1059.0
EC (us/cm),S1,1071.0
EC (us/cm),S1,1104.0
EC (us/cm),S1,1088.0
EC (us/cm),S1,1103.0
EC (us/cm),S1,1097.0
EC (us/cm),S1,1064.0
EC (us/cm),S1,1057.0
EC (us/cm),S1,1112.0
EC (us/cm),S1,1060.0
EC (us/cm),S1,1052.0
EC (us/cm),S1,1061.0
EC (us/cm),S1,1085.0
EC (us/cm),S1,1116.0
EC (us/cm),S1,1054.0
EC (us/cm),S1,1065.0
EC (us/cm),S1,1059.0
EC (us/cm),S1,1071.0
EC (us/cm),S1,1104.0
EC (us/cm),S1,1088.0
EC (us/cm),S1,1103.0
EC (us/cm),S1,1097.0
EC (us/cm),S1,1064.0
EC (us/cm),S1,1057.0
EC (us/cm),S1,1112.0
EC (us/cm),S1,1033.0
EC (us/cm),S1,970.0
EC (us/cm),S1,1023.0
EC (us/cm),S1,973.0
EC (us/cm),S1,1013.0
EC (us/cm),S1,1032.0
EC (us/cm),S1,1009.0
EC (us/cm),S1,1017.0
EC (us/cm),S1,1030.0
EC (us/cm),S1,955.0
EC (us/cm),S1,965.0
EC (us/cm),S1,991.0
EC (us/cm),S1,995.0
EC (us/cm),S1,955.0
EC (us/cm),S1,957.0
EC (us/cm),S1,954.0
EC (us/cm),S1,951.0
EC (us/cm),S1,956.0
EC (us/cm),S1,952.0
EC (us/cm),S1,957.0
EC (us/cm),S1,958.0
EC (us/cm),S1,957.0
EC (us/cm),S1,956.0
EC (us/cm),S1,957.0
EC (us/cm),S1,955.0
EC (us/cm),S1,957.0
EC (us/cm),S1,952.0
EC (us/cm),S1,958.0
EC (us/cm),S1,957.0
EC (us/cm),S1,951.0
EC (us/cm),S1,952.0
EC (us/cm),S1,958.0
EC (us/cm),S1,1062.0
EC (us/cm),S1,1123.0
EC (us/cm),S1,1091.0
EC (us/cm),S1,1068.0
EC (us/cm),S1,1088.0
EC (us/cm),S1,1069.0
EC (us/cm),S1,967.0
EC (us/cm),S1,1010.0
EC (us/cm),S1,1053.0
EC (us/cm),S1,1050.0
EC (us/cm),S1,1001.0
EC (us/cm),S1,1117.0
EC (us/cm),S1,1091.0
EC (us/cm),S1,1041.0
EC (us/cm),S1,1128.0
EC (us/cm),S1,1342.0
EC (us/cm),S1,1314.0
EC (us/cm),S1,1305.0
EC (us/cm),S1,1200.0
EC (us/cm),S1,1131.0
EC (us/cm),S1,1182.0
EC (us/cm),S1,1338.0
EC (us/cm),S1,1347.0
EC (us/cm),S1,1219.0
EC (us/cm),S1,1209.0
EC (us/cm),S1,1268.0
EC (us/cm),S1,1317.0
EC (us/cm),S1,1168.0
EC (us/cm),S1,1188.0
EC (us/cm),S1,1369.0
EC (us/cm),S1,1406.0
EC (us/cm),S1,1504.0
EC (us/cm),S1,1449.0
EC (us/cm),S1,1496.0
EC (us/cm),S1,1487.0
EC (us/cm),S1,1413.0
EC (us/cm),S1,1448.0
EC (us/cm),S1,1434.0
EC (us/cm),S1,1438.0
EC (us/cm),S1,1421.0
EC (us/cm),S1,1385.0
EC (us/cm),S1,1380.0
EC (us/cm),S1,1496.0
EC (us/cm),S1,1437.0
EC (us/cm),S1,1470.0
EC (us/cm),S1,1512.0
EC (us/cm),S1,1603.0
EC (us/cm),S1,1619.0
EC (us/cm),S1,1523.0
EC (us/cm),S1,1554.0
EC (us/cm),S1,1573.0
EC (us/cm),S1,1524.0
EC (us/cm),S1,1534.0
