"","RC1","RC2","RC3"
"Cr",0.168505335136349,-0.079890002103216,0.69787175407232
"Mn",0.826363618537015,-0.346429549203131,0.293974467403925
"Fe",0.172404386564229,-0.101843090345295,-0.875770097923407
"Co",0.834357261285795,0.383802759383977,-0.0728814143549618
"Ni",-0.855185308040222,-0.0302225037939867,0.191625234864066
"Cu",-0.229184376733254,0.833318134085376,0.488313637107779
"Zn",-0.976394360926978,-0.108804573598393,0.0545075233599611
"Cd",0.227844343603753,0.940181560305387,-0.186170113043594
"Pb",0.638420263982496,-0.372501607753523,0.284537674234962
