"","RC1","RC3","RC2"
"Sand",-0.294542388307324,-0.217675973681174,-0.929997234649516
"Silt",-0.877392723931269,-0.440795124324852,-0.163930112047613
"Clay",0.82545433484207,0.396051313818401,0.393623357496067
"SOC",0.373394902481372,0.898126754431421,0.188697695237662
"CEC",0.814739905642849,0.388516270305452,0.390488368088876
"Total.N",0.431652211026523,0.852135124845266,0.254582617754029
