,Cd,Cr,Ni,Cu,Zn,Mn,Hg,As,Pb,ERI
0,9.0,1.7599999999999998,10.7,2.29,0.0374,9.95,7.199999999999998,21.799999999999997,18.799999999999997,81.53739999999999
1,21.0,3.32,49.49999999999999,4.66,0.1318,11.78,21.599999999999998,20.399999999999995,45.199999999999996,177.59179999999998
2,53.99999999999999,3.28,14.899999999999999,7.984999999999999,0.1146,10.729999999999999,86.39999999999999,12.6,33.7,223.70959999999997
3,6300.0,45.559999999999995,6.5,4.9399999999999995,0.1204,34.5,140.79999999999998,19.6,183.6,6735.620400000001
4,15.0,1.16,8.899999999999999,0.5700000000000001,0.0618,10.02,74.39999999999999,11.399999999999999,11.899999999999999,133.4118
5,21.0,1.7999999999999998,21.599999999999998,9.879999999999999,0.1518,8.719999999999999,13.600000000000001,14.999999999999998,17.799999999999997,109.5518
6,318.0,7.92,102.29999999999998,9.254999999999999,0.151,31.07,71.19999999999999,22.4,145.7,707.9959999999999
7,579.0,45.32,45.099999999999994,3.165,0.0884,24.56,204.0,32.199999999999996,214.4,1147.8334
8,207.0,14.799999999999999,38.5,0.5750000000000001,0.058399999999999994,11.14,158.4,11.799999999999999,107.49999999999999,549.7733999999999
